requirement_id,task_code,requirement_type,requirement_text,source_document,source_heading
REQ-00600,G06-02,قبول: معايير إضافية,CI أخضر؛ لا خطأ حرج؛ صلاحيات مختبرة؛ Staging يعمل؛ الأداء ضمن الميزانية؛ النصوص مترجمة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G06-02 — العملات والمناطق الزمنية والوحدات
REQ-00601,G06-02,قبول: المخرجات,كود + tests + migration/policy إن لزم + API/schema docs + screenshots/log evidence + release/rollback notes.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G06-02 — العملات والمناطق الزمنية والوحدات
REQ-00602,G06-02,قبول: تعريف الاكتمال,Code review، QA sign-off، Security sign-off بحسب الخطر، Product acceptance، تحديث Decision/Change Log.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G06-02 — العملات والمناطق الزمنية والوحدات
REQ-00603,G06-02,قبول: الخطر,تنفيذ الواجهة قبل عقد البيانات أو الصلاحيات يؤدي إلى إعادة بناء أو تسريب.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G06-02 — العملات والمناطق الزمنية والوحدات
REQ-00604,G06-02,قبول: التراجع,Feature Flag وإيقاف endpoint/job، ثم rollback migration الآمن أو forward-fix مع حفظ البيانات.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G06-02 — العملات والمناطق الزمنية والوحدات
REQ-00605,G06-03,عمل المبرمج خطوة بخطوة,1. إنشاء جدول country_capabilities وAPI cache وfeature checks في الواجهة والخلفية.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G06-03 — Capability Matrix
REQ-00606,G06-03,عمل المبرمج خطوة بخطوة,2. استخدام معرفات قياسية غير مرتبطة بالنص المترجم.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G06-03 — Capability Matrix
REQ-00607,G06-03,عمل المبرمج خطوة بخطوة,3. وضع جميع فروق الدول في configuration وليس شروطًا متناثرة بالكود.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G06-03 — Capability Matrix
REQ-00608,G06-03,عمل المبرمج خطوة بخطوة,4. تعريف fallback للغة/العملة/المنطقة وماذا يحدث عند نقص البيانات.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G06-03 — Capability Matrix
REQ-00609,G06-03,عمل المبرمج خطوة بخطوة,5. تعريف API contract وحالات الخطأ والـrate limit قبل دمج الواجهة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G06-03 — Capability Matrix
REQ-00610,G06-03,عمل المبرمج خطوة بخطوة,6. إضافة unit/integration/E2E أو security tests بحسب حدود المهمة، وربطها بـCI.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G06-03 — Capability Matrix
REQ-00611,G06-03,عمل المبرمج خطوة بخطوة,7. نشرها خلف Feature Flag على Staging، جمع الدليل، ثم إعداد rollback أو forward-fix.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G06-03 — Capability Matrix
REQ-00612,G06-03,ما يجب أن يبنيه أو يعدله,وحدة المجال `globalization`: entities/value objects/state rules من دون اعتماد مباشر على الواجهة أو المورد.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G06-03 — Capability Matrix
REQ-00613,G06-03,ما يجب أن يبنيه أو يعدله,طبقة application: use cases وخدمات تحقق ورسائل خطأ ثابتة ومترجمة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G06-03 — Capability Matrix
REQ-00614,G06-03,ما يجب أن يبنيه أو يعدله,طبقة infrastructure: database/repository/provider adapter مع timeout/retry/idempotency عند الحاجة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G06-03 — Capability Matrix
REQ-00615,G06-03,ما يجب أن يبنيه أو يعدله,طبقة الواجهة: حالات loading/empty/error/forbidden/offline/success والهاتف وRTL/LTR.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G06-03 — Capability Matrix
REQ-00616,G06-03,ما يجب أن يبنيه أو يعدله,Schema/migration/index/policy عند وجود بيانات، مع forward migration وخطة rollback أو forward-fix.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G06-03 — Capability Matrix
REQ-00617,G06-03,ما يجب أن يبنيه أو يعدله,اختبارات وتسميات واضحة وربط كل حالة بمعيار قبول أو خطر.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G06-03 — Capability Matrix
REQ-00618,G06-03,الأمان والخصوصية,التحقق من authentication وauthorization على الخادم؛ إخفاء الزر ليس حماية.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G06-03 — Capability Matrix
REQ-00619,G06-03,الأمان والخصوصية,عدم تسجيل token/secret/payment data/private message أو PII غير لازم.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G06-03 — Capability Matrix
REQ-00620,G06-03,الأمان والخصوصية,تطبيق least privilege وdeny by default وrate limit وaudit على العمليات الحساسة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G06-03 — Capability Matrix
REQ-00621,G06-03,الأمان والخصوصية,تحديد retention والحذف والتصدير والوصول الإداري إن كانت المهمة تعالج بيانات شخصية.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G06-03 — Capability Matrix
REQ-00622,G06-03,اختبارات QA المطلوبة,Happy path كامل ببيانات واقعية في Staging.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G06-03 — Capability Matrix
REQ-00623,G06-03,اختبارات QA المطلوبة,مدخلات ناقصة وخاطئة وحدود الحجم والعدد والحالة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G06-03 — Capability Matrix
REQ-00624,G06-03,اختبارات QA المطلوبة,انقطاع الشبكة، retry، duplicate request، refresh وعودة من جهاز آخر عند انطباقها.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G06-03 — Capability Matrix
REQ-00625,G06-03,اختبارات QA المطلوبة,مستخدم A مقابل مستخدم B، وزائر، ودور إداري محدود.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G06-03 — Capability Matrix
REQ-00626,G06-03,اختبارات QA المطلوبة,العربية/الإنجليزية، RTL/LTR، هاتف متوسط، Chrome/Safari/Firefox للواجهات المتأثرة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G06-03 — Capability Matrix
REQ-00627,G06-03,اختبارات QA المطلوبة,Regression آلي يمنع عودة السبب بعد الدمج.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G06-03 — Capability Matrix
REQ-00628,G06-03,قبول: معيار القبول الرئيسي,تعطيل دولة أو ميزة دون تغيير الكود.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G06-03 — Capability Matrix
REQ-00629,G06-03,قبول: معايير إضافية,CI أخضر؛ لا خطأ حرج؛ صلاحيات مختبرة؛ Staging يعمل؛ الأداء ضمن الميزانية؛ النصوص مترجمة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G06-03 — Capability Matrix
REQ-00630,G06-03,قبول: المخرجات,كود + tests + migration/policy إن لزم + API/schema docs + screenshots/log evidence + release/rollback notes.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G06-03 — Capability Matrix
REQ-00631,G06-03,قبول: تعريف الاكتمال,Code review، QA sign-off، Security sign-off بحسب الخطر، Product acceptance، تحديث Decision/Change Log.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G06-03 — Capability Matrix
REQ-00632,G06-03,قبول: الخطر,تنفيذ الواجهة قبل عقد البيانات أو الصلاحيات يؤدي إلى إعادة بناء أو تسريب.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G06-03 — Capability Matrix
REQ-00633,G06-03,قبول: التراجع,Feature Flag وإيقاف endpoint/job، ثم rollback migration الآمن أو forward-fix مع حفظ البيانات.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G06-03 — Capability Matrix
REQ-00634,G07-01,عمل المبرمج خطوة بخطوة,1. إنشاء wizard قابل للاستكمال، validation، progress state وanalytics events.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G07-01 — رحلة Onboarding
REQ-00635,G07-01,عمل المبرمج خطوة بخطوة,2. حفظ تقدم onboarding وإتاحة الاستكمال من جهاز آخر.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G07-01 — رحلة Onboarding
REQ-00636,G07-01,عمل المبرمج خطوة بخطوة,3. فصل public profile عن private account data.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G07-01 — رحلة Onboarding
REQ-00637,G07-01,عمل المبرمج خطوة بخطوة,4. تطبيق تحقق تدريجي ورسائل خطأ محلية وواضحة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G07-01 — رحلة Onboarding
REQ-00638,G07-01,عمل المبرمج خطوة بخطوة,5. تعريف API contract وحالات الخطأ والـrate limit قبل دمج الواجهة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G07-01 — رحلة Onboarding
REQ-00639,G07-01,عمل المبرمج خطوة بخطوة,6. إضافة unit/integration/E2E أو security tests بحسب حدود المهمة، وربطها بـCI.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G07-01 — رحلة Onboarding
REQ-00640,G07-01,عمل المبرمج خطوة بخطوة,7. نشرها خلف Feature Flag على Staging، جمع الدليل، ثم إعداد rollback أو forward-fix.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G07-01 — رحلة Onboarding
REQ-00641,G07-01,ما يجب أن يبنيه أو يعدله,وحدة المجال `accounts`: entities/value objects/state rules من دون اعتماد مباشر على الواجهة أو المورد.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G07-01 — رحلة Onboarding
REQ-00642,G07-01,ما يجب أن يبنيه أو يعدله,طبقة application: use cases وخدمات تحقق ورسائل خطأ ثابتة ومترجمة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G07-01 — رحلة Onboarding
REQ-00643,G07-01,ما يجب أن يبنيه أو يعدله,طبقة infrastructure: database/repository/provider adapter مع timeout/retry/idempotency عند الحاجة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G07-01 — رحلة Onboarding
REQ-00644,G07-01,ما يجب أن يبنيه أو يعدله,طبقة الواجهة: حالات loading/empty/error/forbidden/offline/success والهاتف وRTL/LTR.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G07-01 — رحلة Onboarding
REQ-00645,G07-01,ما يجب أن يبنيه أو يعدله,Schema/migration/index/policy عند وجود بيانات، مع forward migration وخطة rollback أو forward-fix.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G07-01 — رحلة Onboarding
REQ-00646,G07-01,ما يجب أن يبنيه أو يعدله,اختبارات وتسميات واضحة وربط كل حالة بمعيار قبول أو خطر.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G07-01 — رحلة Onboarding
REQ-00647,G07-01,الأمان والخصوصية,التحقق من authentication وauthorization على الخادم؛ إخفاء الزر ليس حماية.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G07-01 — رحلة Onboarding
REQ-00648,G07-01,الأمان والخصوصية,عدم تسجيل token/secret/payment data/private message أو PII غير لازم.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G07-01 — رحلة Onboarding
REQ-00649,G07-01,الأمان والخصوصية,تطبيق least privilege وdeny by default وrate limit وaudit على العمليات الحساسة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G07-01 — رحلة Onboarding
REQ-00650,G07-01,الأمان والخصوصية,تحديد retention والحذف والتصدير والوصول الإداري إن كانت المهمة تعالج بيانات شخصية.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G07-01 — رحلة Onboarding
REQ-00651,G07-01,اختبارات QA المطلوبة,Happy path كامل ببيانات واقعية في Staging.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G07-01 — رحلة Onboarding
